source_location,rack_type,volume,PR_to_EO_sla_range_80,PR_to_EO_accuracy_80,PR_to_EO_sla_range_90,PR_to_EO_accuracy_90,PR_to_EO_default_sla,PR_to_EO_default_accuracy,PR_to_EO_avg_deviation,EO_to_PO_sla_range_80,EO_to_PO_accuracy_80,EO_to_PO_sla_range_90,EO_to_PO_accuracy_90,EO_to_PO_default_sla,EO_to_PO_default_accuracy,EO_to_PO_avg_deviation,PO_to_Ready_sla_range_80,PO_to_Ready_accuracy_80,PO_to_Ready_sla_range_90,PO_to_Ready_accuracy_90,PO_to_Ready_default_sla,PO_to_Ready_default_accuracy,PO_to_Ready_avg_deviation,Ready_to_Picked_sla_range_80,Ready_to_Picked_accuracy_80,Ready_to_Picked_sla_range_90,Ready_to_Picked_accuracy_90,Ready_to_Picked_default_sla,Ready_to_Picked_default_accuracy,Ready_to_Picked_avg_deviation,Picked_to_Delivered_sla_range_80,Picked_to_Delivered_accuracy_80,Picked_to_Delivered_sla_range_90,Picked_to_Delivered_accuracy_90,Picked_to_Delivered_default_sla,Picked_to_Delivered_default_accuracy,Picked_to_Delivered_avg_deviation,Delivered_to_Handoff_sla_range_80,Delivered_to_Handoff_accuracy_80,Delivered_to_Handoff_sla_range_90,Delivered_to_Handoff_accuracy_90,Delivered_to_Handoff_default_sla,Delivered_to_Handoff_default_accuracy,Delivered_to_Handoff_avg_deviation
QTA-BNA,EC2.M6ID.19,152,"(0, 42.0)",81.57894736842105,"(0, 0)",0.0,19,11.18421052631579,21.218288444532533,"(0, 0.0)",89.47368421052632,"(0, 3.0)",92.10526315789474,0,89.47368421052632,0.858597165147196,"(0, 0)",0.0,"(0, 0)",0.0,40,8.552631578947368,22.919224124592965,"(0, 0)",0.0,"(0, 0)",0.0,3,44.73684210526316,4.893936787898943,"(0, 0)",0.0,"(0, 0)",0.0,21,4.605263157894736,35.60682321018994,"(0, 0)",0.0,"(0, 0)",0.0,4,19.736842105263158,8.972244112565342
QTA-BNA,EC2.M6IDN.19,59,"(0, 0)",0.0,"(0, 0)",0.0,29,3.389830508474576,28.63419821982637,"(0, 0.0)",93.22033898305084,"(0, 0.0)",93.22033898305084,0,96.61016949152543,1.6215598842508323,"(0, 0)",0.0,"(0, 0)",0.0,30,0.0,14.957564806454,"(0, 0)",0.0,"(0, 0)",0.0,3,49.152542372881356,6.1136645262390665,"(0, 0)",0.0,"(0, 0)",0.0,9,10.16949152542373,10.005802914010598,"(0, 0)",0.0,"(0, 0)",0.0,4,15.254237288135593,4.743792265939624
QTA-BNA,EC2.M6IN.19,49,"(0, 65.0)",81.63265306122449,"(0, 150.0)",91.83673469387756,28,2.0408163265306123,39.77376679738198,"(0, 3.0)",100.0,"(0, 3.0)",100.0,0,79.59183673469387,1.2216165268919335,"(0, 0)",0.0,"(0, 0)",0.0,44,2.0408163265306123,15.056044494037987,"(0, 0)",0.0,"(0, 0)",0.0,3,57.14285714285714,6.985872841301845,"(0, 0)",0.0,"(0, 0)",0.0,12,2.0408163265306123,18.258714225303226,"(0, 0)",0.0,"(0, 0)",0.0,2,53.06122448979592,3.2414590004522505
QTA-BNA,EC2.M7A.21,138,"(0, 0)",0.0,"(0, 0)",0.0,10,47.82608695652174,22.13686844642528,"(0, 2.0)",98.55072463768117,"(0, 2.0)",98.55072463768117,0,98.55072463768117,0.9517108501497865,"(16.0, 56.0)",81.15942028985508,"(11.0, 70.0)",90.57971014492753,38,7.971014492753622,20.15830679572795,"(1.0, 7.0)",82.6086956521739,"(0, 0)",0.0,2,69.56521739130434,2.443799959927236,"(1.0, 50.0)",80.43478260869566,"(0, 0)",0.0,11,18.84057971014493,9.465528648534775,"(0, 5.0)",80.43478260869566,"(0, 10.0)",90.57971014492753,4,34.05797101449276,10.012224600676028
QTA-BNA,EC2.M7AK.21,81,"(1.0, 55.0)",80.24691358024691,"(1.0, 70.0)",90.12345679012346,26,3.7037037037037033,26.231224914094785,"(0, 0.0)",87.65432098765432,"(0, 0)",0.0,0,87.65432098765432,0.0,"(0, 0)",0.0,"(0, 0)",0.0,29,0.0,19.32276125926885,"(0, 0)",0.0,"(0, 0)",0.0,2,44.44444444444444,1.5587600420710237,"(0, 0)",0.0,"(0, 0)",0.0,9,16.049382716049383,9.289462721118957,"(0, 0)",0.0,"(0, 0)",0.0,1,35.80246913580247,1.6787441193290353
QTA-BNA,EC2.P4.16C,133,"(15.0, 57.0)",81.203007518797,"(0, 0)",0.0,27,3.7593984962406015,13.07493052959779,"(0, 0.0)",98.49624060150376,"(0, 0.0)",98.49624060150376,0,100.0,0.12216248531529499,"(1.0, 21.0)",82.70676691729322,"(1.0, 29.0)",90.22556390977444,14,25.563909774436087,8.894488102451493,"(1.0, 3.0)",86.46616541353383,"(1.0, 4.0)",93.98496240601504,1,87.21804511278195,1.1057111627152367,"(3.0, 135.0)",80.45112781954887,"(5.0, 226.0)",93.98496240601504,48,0.0,78.77566131129777,"(0, 1.0)",86.46616541353383,"(0, 2.0)",91.72932330827066,1,94.73684210526315,1.4701790003279331
QTA-BNA,EC2.R6I.19,78,"(0, 48.0)",80.76923076923077,"(0, 0)",0.0,22,6.41025641025641,27.330536525450217,"(0, 0.0)",94.87179487179486,"(0, 0.0)",94.87179487179486,2,94.87179487179486,15.195603206226911,"(0, 0)",0.0,"(0, 0)",0.0,30,11.538461538461538,15.394414181383711,"(0, 0)",0.0,"(0, 0)",0.0,2,38.46153846153847,2.555794506899435,"(0, 0)",0.0,"(0, 0)",0.0,15,10.256410256410255,25.71579914335534,"(0, 0)",0.0,"(0, 0)",0.0,12,1.282051282051282,28.470126043329646
QTA-BNA,EC2.R6ID.19,229,"(0, 56.0)",80.78602620087337,"(0, 114.0)",90.39301310043668,23,14.847161572052403,24.197513827609693,"(0, 0.0)",84.27947598253274,"(0, 35.0)",90.39301310043668,0,88.64628820960698,3.2970375123103652,"(0, 0)",0.0,"(0, 0)",0.0,43,4.366812227074235,27.005201391517062,"(0, 0)",0.0,"(0, 0)",0.0,2,51.52838427947598,3.920619190501225,"(0, 0)",0.0,"(0, 0)",0.0,16,3.9301310043668125,23.230004884523474,"(0, 0)",0.0,"(0, 0)",0.0,3,39.30131004366812,8.05586454965475
QTA-BNA,EC2.R6IDN.19,39,"(0, 0)",0.0,"(0, 0)",0.0,34,15.384615384615385,34.5752724120229,"(0, 0.0)",89.74358974358975,"(0, 1.0)",92.3076923076923,0,92.3076923076923,0.9425156254010739,"(0, 0)",0.0,"(0, 0)",0.0,41,5.128205128205128,16.373563059134746,"(0, 0)",0.0,"(0, 0)",0.0,1,43.58974358974359,0.6642111641550715,"(0, 0)",0.0,"(0, 0)",0.0,11,17.94871794871795,6.224758553359242,"(0, 0)",0.0,"(0, 0)",0.0,1,48.717948717948715,1.5591119393827022
QTA-BNA,EC2.R6IN.19,41,"(0, 22.0)",80.48780487804879,"(0, 36.0)",90.2439024390244,17,14.634146341463413,26.813398392097437,"(0, 0.0)",82.92682926829268,"(0, 0)",0.0,0,87.8048780487805,0.2323106841457232,"(0, 0)",0.0,"(0, 0)",0.0,40,2.4390243902439024,22.972315354079413,"(0, 0)",0.0,"(0, 0)",0.0,3,24.390243902439025,3.7682887362833544,"(0, 0)",0.0,"(0, 0)",0.0,19,0.0,40.04066115156623,"(0, 0)",0.0,"(0, 0)",0.0,0,26.82926829268293,1.0298573010888745
QTA-BNA,EC2.R7A.21,416,"(0, 0)",0.0,"(0, 0)",0.0,13,7.6923076923076925,16.970487985326344,"(0, 0.0)",91.82692307692307,"(0, 0.0)",91.82692307692307,0,94.47115384615384,0.9422351071890963,"(9.0, 51.0)",80.04807692307693,"(0, 0)",0.0,29,15.625,14.577618591124574,"(0, 5.0)",81.25,"(0, 0)",0.0,2,77.64423076923077,3.3186915529297076,"(1.0, 21.0)",80.28846153846155,"(0, 44.0)",90.14423076923077,10,12.01923076923077,14.856772925145057,"(0, 3.0)",80.04807692307693,"(0, 8.0)",90.38461538461539,2,82.45192307692307,7.570796558973406
QTA-BNA,EC2.R7AK.21,64,"(1.0, 70.0)",82.8125,"(1.0, 84.0)",96.875,23,3.125,32.52099443997799,"(0, 7.0)",81.25,"(0, 17.0)",92.1875,4,0.0,10.27280224426718,"(0, 0)",0.0,"(0, 0)",0.0,43,0.0,16.87445905565724,"(0, 0)",0.0,"(0, 0)",0.0,2,21.875,1.629236558853834,"(0, 0)",0.0,"(0, 0)",0.0,10,3.125,11.66794864751408,"(0, 0)",0.0,"(0, 0)",0.0,1,17.1875,1.887883090687176
QTA-BNA,EC2.X2D.19,92,"(0, 86.0)",80.43478260869566,"(0, 135.0)",90.21739130434783,52,1.0869565217391304,43.54825079173116,"(0, 0.0)",90.21739130434783,"(0, 0.0)",90.21739130434783,0,90.21739130434783,0.896121600341795,"(0, 0)",0.0,"(0, 0)",0.0,56,3.260869565217391,27.45074759534872,"(0, 0)",0.0,"(0, 0)",0.0,4,17.391304347826086,5.884585137967613,"(0, 0)",0.0,"(0, 0)",0.0,10,9.782608695652174,11.852319497780908,"(0, 0)",0.0,"(0, 0)",0.0,5,5.434782608695652,10.736591183606762
QTA-BNA,EC2.X2ED.19,77,"(0, 108.0)",81.81818181818183,"(0, 154.0)",90.9090909090909,45,1.2987012987012987,53.080988627545565,"(0, 3.0)",80.51948051948052,"(0, 14.0)",93.5064935064935,3,11.688311688311687,6.530280695372552,"(0, 0)",0.0,"(0, 0)",0.0,49,2.5974025974025974,31.026316091101144,"(0, 0)",0.0,"(0, 0)",0.0,3,37.66233766233766,4.512727100363254,"(0, 0)",0.0,"(0, 0)",0.0,11,9.090909090909092,20.01860906743296,"(0, 0)",0.0,"(0, 0)",0.0,5,9.090909090909092,11.45430304300782
QTA-BNA,NW.COMMODITYPUFFIN.BF19,11,"(27.0, 50.0)",81.81818181818183,"(10.0, 50.0)",90.9090909090909,42,54.54545454545454,21.4395556263311,"(0, 0.0)",90.9090909090909,"(0, 0.0)",90.9090909090909,0,90.9090909090909,1.8090680674665818,"(19.0, 70.0)",81.81818181818183,"(19.0, 89.0)",90.9090909090909,48,0.0,20.055755616115125,"(1.0, 1.0)",81.81818181818183,"(1.0, 2.0)",90.9090909090909,1,90.9090909090909,0.31622776601683794,"(4.0, 23.0)",81.81818181818183,"(4.0, 43.0)",90.9090909090909,17,0.0,11.730776236511849,"(0, 0)",0.0,"(0, 0)",0.0,0,54.54545454545454,0.408248290463863
QTA-BNA,NW.PUBEDGE.BF19,140,"(0, 0)",0.0,"(0, 0)",0.0,42,4.285714285714286,40.02928982809353,"(0, 0.0)",95.0,"(0, 0.0)",95.0,0,95.0,2.093453160928957,"(11.0, 61.0)",80.0,"(0, 0)",0.0,37,11.428571428571429,14.776369866871127,"(0, 0)",0.0,"(0, 0)",0.0,2,73.57142857142858,4.463887311110119,"(0, 0)",0.0,"(0, 0)",0.0,14,3.571428571428571,20.944455714762707,"(0, 0)",0.0,"(0, 0)",0.0,1,56.42857142857143,5.204556636590706
QTA-BNA,NW.PUFFIN.BF19,262,"(0, 0)",0.0,"(0, 0)",0.0,26,6.488549618320611,32.86129558243333,"(0, 0.0)",95.80152671755725,"(0, 0.0)",95.80152671755725,0,95.80152671755725,1.156023223466603,"(10.0, 61.0)",80.91603053435115,"(0, 0)",0.0,34,9.541984732824428,14.91707426214976,"(0, 0)",0.0,"(0, 0)",0.0,2,66.79389312977099,4.599329819274077,"(0, 91.0)",80.1526717557252,"(0, 0)",0.0,19,4.198473282442748,34.03085302661073,"(0, 0)",0.0,"(0, 0)",0.0,6,3.435114503816794,21.56030103183749
QTA-BNA,S3.SJLB.17,271,"(13.0, 189.0)",81.54981549815497,"(7.0, 236.0)",90.03690036900369,99,0.0,75.76128049210858,"(0, 0.0)",95.20295202952029,"(0, 0.0)",95.20295202952029,0,95.20295202952029,1.6372556334932964,"(0, 50.0)",81.54981549815497,"(0, 62.0)",90.7749077490775,31,3.3210332103321036,19.531968516195366,"(0, 0)",0.0,"(0, 0)",0.0,3,60.51660516605166,6.458747381909647,"(0, 0)",0.0,"(0, 0)",0.0,52,1.107011070110701,34.25242493499561,"(0, 0)",0.0,"(0, 0)",0.0,19,0.7380073800738007,33.94811669099881
QTA-BNA,TW.BLACKMESA.16,37,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 21.0)",81.08108108108108,"(0, 0)",0.0,5,5.405405405405405,8.035910780301478,"(4.0, 29.0)",81.08108108108108,"(4.0, 37.0)",91.8918918918919,16,13.513513513513514,12.875938404240282,"(0, 2.0)",81.08108108108108,"(0, 8.0)",91.8918918918919,1,83.78378378378379,3.5259654610379316,"(0, 0)",0.0,"(0, 0)",0.0,34,0.0,25.078939697967076,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-SHA,CF.CACHELITE.16_R53,13,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 10.0)",92.3076923076923,"(0, 10.0)",92.3076923076923,4,30.76923076923077,4.781105976547097,"(9.0, 28.0)",84.61538461538461,"(5.0, 28.0)",92.3076923076923,18,30.76923076923077,7.278028371042323,"(0, 241.0)",84.61538461538461,"(0, 0)",0.0,26,0.0,72.28554488969424,"(12.0, 313.0)",84.61538461538461,"(0, 0)",0.0,75,0.0,90.72405714833604,"(0, 0)",0.0,"(0, 0)",0.0,15,0.0,25.161975280172264
QTA-SHA,CF.CACHEX.16,75,"(0, 0)",0.0,"(0, 0)",0.0,0,2.666666666666667,0.0,"(0, 7.0)",80.0,"(0, 16.0)",92.0,4,14.666666666666666,9.378630976478687,"(6.0, 38.0)",80.0,"(4.0, 42.0)",90.66666666666666,21,12.0,18.19647966355357,"(0, 4.0)",85.33333333333334,"(0, 11.0)",90.66666666666666,2,85.33333333333334,3.5128596112571633,"(5.0, 74.0)",80.0,"(3.0, 114.0)",92.0,32,0.0,35.057483112071935,"(0, 0)",0.0,"(0, 0)",0.0,3,12.0,6.868744694604224
QTA-SHA,EC2.G5DN.17B,28,"(0, 26.0)",82.14285714285714,"(0, 0)",0.0,16,3.571428571428571,11.728511031435012,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(12.0, 25.0)",85.71428571428571,"(12.0, 29.0)",92.85714285714286,19,7.142857142857142,6.251381613673259,"(0, 3.0)",85.71428571428571,"(0, 4.0)",92.85714285714286,1,85.71428571428571,1.4539463930833605,"(4.0, 10.0)",85.71428571428571,"(2.0, 14.0)",92.85714285714286,9,50.0,8.885515232803382,"(0, 1.0)",100.0,"(0, 1.0)",100.0,0,100.0,0.44095855184409843
QTA-SHA,EC2.I3.15,8,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 1.0)",100.0,"(0, 1.0)",100.0,0,100.0,0.4629100498862757
QTA-SHA,S3.SJLB.17,6,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(10.0, 13.0)",83.33333333333334,"(10.0, 23.0)",100.0,13,50.0,4.9564772436345015,"(0, 0.0)",83.33333333333334,"(0, 2.0)",100.0,0,100.0,0.816496580927726,"(3.0, 13.0)",83.33333333333334,"(3.0, 15.0)",100.0,7,33.33333333333333,5.128352561983234,"(0, 0)",0.0,"(0, 0)",0.0,19,33.33333333333333,3.095695936834452
QTA-SHA,TW.BLACKMESA.16,9,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,33.33333333333333,1.1547005383792517,"(12.0, 34.0)",88.88888888888889,"(12.0, 70.0)",100.0,26,0.0,17.67059704707229,"(1.0, 28.0)",88.88888888888889,"(1.0, 33.0)",100.0,12,11.11111111111111,12.501111061732784,"(10.0, 41.0)",88.88888888888889,"(0, 0)",0.0,26,33.33333333333333,10.447145885018411,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-TPE,CF.CACHE.17C,58,"(6.0, 91.0)",82.75862068965517,"(6.0, 117.0)",91.37931034482759,54,8.620689655172415,31.66950545489424,"(0, 0)",0.0,"(0, 0)",0.0,1,62.06896551724138,3.986467006249919,"(0, 0)",0.0,"(0, 0)",0.0,35,5.172413793103448,29.432861453371014,"(0, 0)",0.0,"(0, 0)",0.0,0,36.206896551724135,0.9116846116771036,"(0, 0)",0.0,"(0, 0)",0.0,14,8.620689655172415,7.5369970220686655,"(0, 0)",0.0,"(0, 0)",0.0,31,0.0,59.480696165850894
QTA-TPE,CF.CACHELITE.17C,7,"(9.0, 40.0)",100.0,"(9.0, 40.0)",100.0,27,28.57142857142857,13.73386499202055,"(0, 2.0)",85.71428571428571,"(0, 0)",0.0,0,85.71428571428571,0.816496580927726,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-TPE,CF.LCITWL15K.17C,14,"(7.0, 14.0)",85.71428571428571,"(7.0, 20.0)",92.85714285714286,11,7.142857142857142,5.2246247039096785,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-TPE,EC2.AD1.17C,17,"(0, 21.0)",100.0,"(0, 21.0)",100.0,10,0.0,8.380649981812095,"(0, 5.0)",82.35294117647058,"(0, 16.0)",94.11764705882352,3,11.76470588235294,6.163817571831886,"(4.0, 70.0)",82.35294117647058,"(0, 0)",0.0,30,0.0,23.27381210009073,"(0, 0)",0.0,"(0, 0)",0.0,0,70.58823529411765,0.6513389472789296,"(3.0, 32.0)",82.35294117647058,"(0, 0)",0.0,13,35.294117647058826,7.543281706333053,"(0, 3.0)",82.35294117647058,"(0, 0)",0.0,0,70.58823529411765,1.0894095588038444
QTA-TPE,EC2.C6I.19,15,"(0, 0)",0.0,"(0, 0)",0.0,20,6.666666666666667,,"(0, 0)",0.0,"(0, 0)",0.0,0,13.333333333333334,0.0,"(0, 0)",0.0,"(0, 0)",0.0,44,0.0,19.091883092036785,"(0, 0)",0.0,"(0, 0)",0.0,0,13.333333333333334,0.0,"(0, 0)",0.0,"(0, 0)",0.0,15,0.0,7.0710678118654755,"(1.0, 602.0)",80.0,"(1.0, 967.0)",100.0,237,0.0,405.755462363842
QTA-TPE,EC2.C6ID.19,15,"(0, 0)",0.0,"(0, 0)",0.0,6,40.0,3.7032803990902057,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(27.0, 54.0)",80.0,"(27.0, 63.0)",93.33333333333333,43,6.666666666666667,12.401996767034083,"(0, 2.0)",80.0,"(0, 5.0)",100.0,2,86.66666666666667,1.5118578920369088,"(2.0, 5.0)",80.0,"(2.0, 9.0)",93.33333333333333,5,73.33333333333333,3.1952345468719203,"(3.0, 19.0)",80.0,"(3.0, 25.0)",93.33333333333333,15,26.666666666666668,12.491139716958234
QTA-TPE,EC2.C6IN.19,42,"(0, 0)",0.0,"(0, 0)",0.0,11,9.523809523809524,14.430935310623283,"(0, 0.0)",85.71428571428571,"(0, 1.0)",100.0,0,100.0,0.3541688016605732,"(14.0, 122.0)",80.95238095238095,"(0, 0)",0.0,52,9.523809523809524,31.891807646447123,"(0, 0)",0.0,"(0, 0)",0.0,0,71.42857142857143,0.9024377759125219,"(4.0, 19.0)",90.47619047619048,"(4.0, 19.0)",90.47619047619048,11,26.190476190476193,5.689956920407883,"(0, 1.0)",95.23809523809523,"(0, 1.0)",95.23809523809523,0,97.61904761904762,1.150670157711014
QTA-TPE,EC2.C7A.21,7,"(0, 0)",0.0,"(0, 0)",0.0,26,0.0,14.849242404917497,"(0, 0.0)",85.71428571428571,"(0, 4.0)",100.0,0,85.71428571428571,1.5118578920369092,"(27.0, 145.0)",85.71428571428571,"(0, 0)",0.0,65,0.0,46.032235082240646,"(0, 3.0)",85.71428571428571,"(0, 0)",0.0,1,85.71428571428571,1.378404875209022,"(2.0, 15.0)",85.71428571428571,"(0, 0)",0.0,9,14.285714285714285,5.244044240850758,"(0, 1.0)",85.71428571428571,"(0, 0)",0.0,0,85.71428571428571,0.5477225575051661
QTA-TPE,EC2.G5DN.17B,98,"(0, 0)",0.0,"(0, 0)",0.0,23,16.3265306122449,17.190069851472433,"(0, 0.0)",96.93877551020408,"(0, 0.0)",96.93877551020408,0,100.0,0.17315041031076067,"(8.0, 45.0)",80.61224489795919,"(0, 0)",0.0,30,11.224489795918368,18.977245699567067,"(0, 3.0)",83.6734693877551,"(0, 0)",0.0,1,83.6734693877551,1.3417451740344801,"(2.0, 19.0)",80.61224489795919,"(2.0, 23.0)",90.81632653061224,8,26.53061224489796,6.53214776874044,"(0, 1.0)",94.89795918367348,"(0, 1.0)",94.89795918367348,0,94.89795918367348,0.38859380153316303
QTA-TPE,EC2.G6.17C,91,"(0, 0)",0.0,"(0, 0)",0.0,22,7.6923076923076925,18.130247719017554,"(0, 0.0)",80.21978021978022,"(0, 4.0)",97.8021978021978,0,81.31868131868131,1.4893218836557303,"(7.0, 139.0)",80.21978021978022,"(0, 0)",0.0,47,6.593406593406594,27.179045839111154,"(0, 0)",0.0,"(0, 0)",0.0,1,76.92307692307693,1.0494800859016933,"(5.0, 20.0)",82.41758241758241,"(3.0, 21.0)",90.10989010989012,12,23.076923076923077,9.22501143336221,"(0, 2.0)",82.41758241758241,"(0, 7.0)",90.10989010989012,2,85.71428571428571,9.518240342878835
QTA-TPE,EC2.G6E.17C,76,"(0, 0)",0.0,"(0, 0)",0.0,27,0.0,30.09339893893718,"(0, 3.0)",97.36842105263158,"(0, 3.0)",97.36842105263158,0,77.63157894736842,1.314694281052283,"(22.0, 76.0)",80.26315789473685,"(22.0, 97.0)",90.78947368421053,54,6.578947368421052,24.179671100382894,"(0, 3.0)",88.1578947368421,"(0, 19.0)",90.78947368421053,1,88.1578947368421,2.531472821542098,"(5.0, 16.0)",81.57894736842105,"(0, 90.0)",90.78947368421053,11,35.526315789473685,10.584817578558239,"(0, 4.0)",84.21052631578947,"(0, 7.0)",90.78947368421053,1,77.63157894736842,3.8258140312971824
QTA-TPE,EC2.GB200J,26,"(0, 11.0)",100.0,"(0, 11.0)",100.0,6,0.0,5.177465967648058,"(0, 1.0)",84.61538461538461,"(0, 3.0)",100.0,1,100.0,0.9797958971132712,"(0, 0)",0.0,"(0, 0)",0.0,21,0.0,10.874281585465774,"(0, 0)",0.0,"(0, 0)",0.0,1,15.384615384615385,1.2583057392117916,"(0, 0)",0.0,"(0, 0)",0.0,7,7.6923076923076925,0.0,"(0, 0)",0.0,"(0, 0)",0.0,9,7.6923076923076925,1.4142135623730951
QTA-TPE,EC2.GB200RLC,6,"(0, 0.0)",83.33333333333334,"(0, 1.0)",100.0,0,100.0,0.408248290463863,"(0, 0.0)",83.33333333333334,"(0, 0)",0.0,0,83.33333333333334,0.0,"(1.0, 2.0)",83.33333333333334,"(0, 0)",0.0,1,83.33333333333334,0.44721359549995804,"(0, 1.0)",83.33333333333334,"(0, 0)",0.0,0,83.33333333333334,0.44721359549995804,"(17.0, 17.0)",83.33333333333334,"(0, 0)",0.0,17,83.33333333333334,0.0,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-TPE,EC2.HM712TL.21,5,"(97.0, 133.0)",80.0,"(97.0, 190.0)",100.0,132,40.0,35.45701623092389,"(0, 0.0)",80.0,"(0, 0)",0.0,0,80.0,0.0,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
QTA-TPE,EC2.HM76TM.21,9,"(0, 50.0)",100.0,"(0, 50.0)",100.0,19,0.0,23.943219870722857,"(3.0, 10.0)",88.88888888888889,"(3.0, 11.0)",100.0,5,77.77777777777779,3.082207001484488,"(0, 0)",0.0,"(0, 0)",0.0,4,44.44444444444444,2.701851217221259,"(0, 0)",0.0,"(0, 0)",0.0,0,44.44444444444444,0.5,"(8.0, 29.0)",88.88888888888889,"(0, 0)",0.0,16,11.11111111111111,8.668497975016038,"(0, 1.0)",88.88888888888889,"(0, 6.0)",100.0,1,88.88888888888889,1.90029237516523
QTA-TPE,EC2.HM78TM.21,12,"(0, 84.0)",91.66666666666666,"(0, 84.0)",91.66666666666666,32,0.0,38.352432659599195,"(0, 5.0)",91.66666666666666,"(0, 5.0)",91.66666666666666,1,75.0,2.0538212722098823,"(0, 0)",0.0,"(0, 0)",0.0,13,0.0,20.191444833008966,"(0, 0)",0.0,"(0, 0)",0.0,1,66.66666666666666,2.179449471770337,"(0, 0)",0.0,"(0, 0)",0.0,12,41.66666666666667,4.728753653037036,"(0, 0)",0.0,"(0, 0)",0.0,1,58.333333333333336,1.8333333333333333
QTA-TPE,EC2.HPC7A.21,7,"(0, 0)",0.0,"(0, 0)",0.0,51,0.0,17.03917055884274,"(0, 1.0)",85.71428571428571,"(0, 3.0)",100.0,0,85.71428571428571,1.133893419027682,"(29.0, 53.0)",85.71428571428571,"(14.0, 53.0)",100.0,33,14.285714285714285,13.111245627504731,"(0, 1.0)",100.0,"(0, 1.0)",100.0,0,100.0,0.5345224838248488,"(4.0, 12.0)",85.71428571428571,"(2.0, 12.0)",100.0,8,28.57142857142857,4.099941927579439,"(0, 2.0)",85.71428571428571,"(0, 23.0)",100.0,4,14.285714285714285,8.335237877600765
QTA-TPE,EC2.M6I.19,9,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,66.66666666666666,2.2677868380553634,"(0, 0)",0.0,"(0, 0)",0.0,41,0.0,46.41377053459561,"(0, 0)",0.0,"(0, 0)",0.0,1,55.55555555555556,1.224744871391589,"(0, 0)",0.0,"(0, 0)",0.0,51,0.0,97.8346515689561,"(0, 18.0)",88.88888888888889,"(0, 637.0)",100.0,73,0.0,211.4544868287263
QTA-TPE,EC2.M6ID.19,25,"(0, 0)",0.0,"(0, 0)",0.0,7,16.0,10.46156988431681,"(0, 0.0)",96.0,"(0, 0.0)",96.0,0,96.0,0.0,"(27.0, 57.0)",80.0,"(27.0, 123.0)",92.0,51,0.0,19.33611583266068,"(0, 4.0)",84.0,"(0, 5.0)",92.0,2,84.0,1.4717363572115558,"(1.0, 4.0)",84.0,"(0, 0)",0.0,3,84.0,5.290684453956973,"(1.0, 23.0)",84.0,"(0, 0)",0.0,14,20.0,7.501947799019983
QTA-TPE,EC2.M6IDN.19,9,"(0, 0)",0.0,"(0, 0)",0.0,1,55.55555555555556,1.8618986725025257,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(19.0, 95.0)",88.88888888888889,"(0, 0)",0.0,50,0.0,26.67127936296163,"(0, 1.0)",88.88888888888889,"(0, 0)",0.0,0,88.88888888888889,0.3535533905932738,"(6.0, 20.0)",88.88888888888889,"(6.0, 23.0)",100.0,14,22.22222222222222,6.576473218982953,"(0, 1.0)",88.88888888888889,"(0, 6.0)",100.0,1,88.88888888888889,1.9364916731037085
