source_location,rack_type,volume,PR_to_EO_sla_range_80,PR_to_EO_accuracy_80,PR_to_EO_sla_range_90,PR_to_EO_accuracy_90,PR_to_EO_default_sla,PR_to_EO_default_accuracy,PR_to_EO_avg_deviation,EO_to_PO_sla_range_80,EO_to_PO_accuracy_80,EO_to_PO_sla_range_90,EO_to_PO_accuracy_90,EO_to_PO_default_sla,EO_to_PO_default_accuracy,EO_to_PO_avg_deviation,PO_to_Ready_sla_range_80,PO_to_Ready_accuracy_80,PO_to_Ready_sla_range_90,PO_to_Ready_accuracy_90,PO_to_Ready_default_sla,PO_to_Ready_default_accuracy,PO_to_Ready_avg_deviation,Ready_to_Picked_sla_range_80,Ready_to_Picked_accuracy_80,Ready_to_Picked_sla_range_90,Ready_to_Picked_accuracy_90,Ready_to_Picked_default_sla,Ready_to_Picked_default_accuracy,Ready_to_Picked_avg_deviation,Picked_to_Delivered_sla_range_80,Picked_to_Delivered_accuracy_80,Picked_to_Delivered_sla_range_90,Picked_to_Delivered_accuracy_90,Picked_to_Delivered_default_sla,Picked_to_Delivered_default_accuracy,Picked_to_Delivered_avg_deviation,Delivered_to_Handoff_sla_range_80,Delivered_to_Handoff_accuracy_80,Delivered_to_Handoff_sla_range_90,Delivered_to_Handoff_accuracy_90,Delivered_to_Handoff_default_sla,Delivered_to_Handoff_default_accuracy,Delivered_to_Handoff_avg_deviation
BDT-GDL,GL.BERING.21CF5,45,"(5.0, 12.0)",80.0,"(5.0, 25.0)",97.77777777777777,10,40.0,7.033972396645276,"(1.0, 6.0)",82.22222222222221,"(0, 6.0)",100.0,2,66.66666666666666,2.4366726775202565,"(0, 0)",0.0,"(0, 0)",0.0,18,0.0,14.637777021427544,"(0, 0)",0.0,"(0, 0)",0.0,2,33.33333333333333,2.1852602405298507,"(6.0, 20.0)",80.0,"(0, 0)",0.0,10,33.33333333333333,4.181592314623018,"(0, 13.0)",82.22222222222221,"(0, 18.0)",91.11111111111111,5,24.444444444444443,6.837899607038758
BDT-GDL,GL.BERING.21CF8,90,"(5.0, 11.0)",82.22222222222221,"(5.0, 12.0)",94.44444444444444,8,31.11111111111111,3.0554795132973442,"(1.0, 6.0)",98.88888888888889,"(1.0, 6.0)",98.88888888888889,2,68.88888888888889,2.190690779727828,"(0, 0)",0.0,"(0, 0)",0.0,21,12.222222222222221,12.040074886121069,"(0, 0)",0.0,"(0, 0)",0.0,2,33.33333333333333,2.096941372706299,"(6.0, 27.0)",80.0,"(0, 0)",0.0,10,33.33333333333333,4.418183369661101,"(0, 14.0)",84.44444444444444,"(0, 18.0)",91.11111111111111,6,15.555555555555555,7.343744737294579
BDT-STR,GL.BERING.21CF5,83,"(0, 6.0)",85.54216867469879,"(0, 7.0)",90.36144578313254,3,62.65060240963856,2.487150522489338,"(1.0, 8.0)",87.95180722891565,"(0, 8.0)",90.36144578313254,5,45.78313253012048,3.2971420551600783,"(0, 0)",0.0,"(0, 0)",0.0,33,3.614457831325301,22.67779781330635,"(0, 0)",0.0,"(0, 0)",0.0,0,62.65060240963856,0.7538002414856741,"(0, 0)",0.0,"(0, 0)",0.0,22,19.27710843373494,6.664210857198799,"(0, 32.0)",80.72289156626506,"(0, 0)",0.0,5,22.89156626506024,7.821909643165955
BDT-STR,GL.BERING.21CF7,52,"(1.0, 6.0)",84.61538461538461,"(1.0, 7.0)",96.15384615384616,3,73.07692307692307,2.245827369401383,"(1.0, 9.0)",100.0,"(1.0, 9.0)",100.0,5,42.30769230769231,3.209384805467022,"(0, 0)",0.0,"(0, 0)",0.0,30,13.461538461538462,10.713481108532743,"(0, 0)",0.0,"(0, 0)",0.0,2,63.46153846153846,1.5086285728094284,"(0, 0)",0.0,"(0, 0)",0.0,15,9.615384615384617,10.13512692179026,"(0, 0)",0.0,"(0, 0)",0.0,0,61.53846153846154,2.455153310442706
BDT-STR,GL.BERING.21CF8,164,"(0, 7.0)",87.1951219512195,"(0, 8.0)",93.90243902439023,3,59.756097560975604,2.5048632775155455,"(2.0, 8.0)",83.53658536585365,"(1.0, 8.0)",98.17073170731707,4,55.487804878048784,2.5184314048723793,"(7.0, 67.0)",80.48780487804879,"(0, 0)",0.0,32,1.8292682926829267,22.18937504622891,"(0, 0)",0.0,"(0, 0)",0.0,0,63.41463414634146,0.9435295682761347,"(0, 0)",0.0,"(0, 0)",0.0,22,21.341463414634145,6.672447832506402,"(0, 32.0)",81.09756097560977,"(0, 0)",0.0,6,20.121951219512198,8.33640686970415
BDT-STR,GLACIER.BERINGP.21CF1,56,"(2.0, 19.0)",83.92857142857143,"(0, 0)",0.0,7,28.57142857142857,5.565344663584619,"(1.0, 8.0)",83.92857142857143,"(0, 0)",0.0,3,57.14285714285714,2.595836540874401,"(2.0, 72.0)",83.92857142857143,"(0, 0)",0.0,21,7.142857142857142,20.933178565315004,"(0, 0)",0.0,"(0, 0)",0.0,2,64.28571428571429,3.6301582307783504,"(0, 0)",0.0,"(0, 0)",0.0,19,8.928571428571429,10.081685603875208,"(0, 42.0)",80.35714285714286,"(0, 0)",0.0,913,0.0,6395.0911504729265
BDT-STR,GLACIER.BERINGP.21CF4,104,"(1.0, 11.0)",82.6923076923077,"(2.0, 19.0)",91.34615384615384,6,23.076923076923077,5.774045718592471,"(0, 6.0)",85.57692307692307,"(1.0, 8.0)",90.38461538461539,3,62.5,2.4832109523081938,"(2.0, 66.0)",83.65384615384616,"(2.0, 72.0)",91.34615384615384,21,7.6923076923076925,20.754783309761688,"(0, 0)",0.0,"(0, 0)",0.0,3,47.11538461538461,13.84430235190389,"(0, 0)",0.0,"(0, 0)",0.0,19,9.615384615384617,10.463561110401711,"(0, 42.0)",81.73076923076923,"(0, 0)",0.0,7,17.307692307692307,11.582012997677472
FOX-BUD,EBS.FLASH8.16,27,"(0, 0)",0.0,"(0, 0)",0.0,13,0.0,15.533401099166994,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(0, 2.0)",81.48148148148148,"(0, 0)",0.0,1,81.48148148148148,2.171955640511064,"(0, 4.0)",81.48148148148148,"(0, 0)",0.0,1,70.37037037037037,1.2414207752110245,"(3.0, 13.0)",81.48148148148148,"(3.0, 15.0)",92.5925925925926,8,48.148148148148145,3.6528527664461556,"(0, 0.0)",81.48148148148148,"(0, 2.0)",96.29629629629629,0,96.29629629629629,1.0834155129908258
FOX-BUD,EBS.LEGO_DAGNY.16C,5,"(15.0, 22.0)",80.0,"(15.0, 120.0)",100.0,40,0.0,44.71241438347967,"(0, 0.0)",80.0,"(0, 6.0)",100.0,1,80.0,2.6832815729997477,"(56.0, 63.0)",80.0,"(0, 0)",0.0,59,40.0,2.8722813232690143,"(0, 3.0)",80.0,"(0, 0)",0.0,1,80.0,1.7320508075688772,"(9.0, 9.0)",80.0,"(0, 0)",0.0,9,80.0,0.0,"(0, 0.0)",80.0,"(0, 0)",0.0,0,80.0,0.0
FOX-BUD,EC2.C6GN.19,307,"(0, 37.0)",80.45602605863192,"(0, 92.0)",90.22801302931596,16,4.88599348534202,24.47280667943653,"(0, 1.0)",80.13029315960912,"(0, 5.0)",91.85667752442997,2,89.57654723127035,7.280106964910343,"(0, 0)",0.0,"(0, 0)",0.0,33,10.749185667752444,18.645361479690553,"(0, 0)",0.0,"(0, 0)",0.0,2,63.51791530944625,5.083592533710327,"(1.0, 35.0)",80.13029315960912,"(0, 0)",0.0,12,21.49837133550489,14.26984534990183,"(0, 40.0)",80.13029315960912,"(0, 0)",0.0,2,76.8729641693811,8.266836052157622
FOX-BUD,EC2.C7G.21,230,"(0, 47.0)",83.04347826086956,"(0, 65.0)",90.0,19,3.4782608695652173,22.92599734136207,"(0, 0.0)",94.78260869565217,"(0, 0.0)",94.78260869565217,0,98.26086956521739,0.4957575857450984,"(0, 51.0)",80.43478260869566,"(0, 62.0)",92.17391304347827,16,3.91304347826087,21.848435872107142,"(0, 0)",0.0,"(0, 0)",0.0,2,56.086956521739125,1.8699194205782725,"(0, 0)",0.0,"(0, 0)",0.0,14,2.1739130434782608,16.069699319541495,"(0, 42.0)",80.0,"(0, 0)",0.0,2,76.52173913043478,9.534089140026712
FOX-BUD,EC2.C7GDK.21,10,"(10.0, 24.0)",80.0,"(10.0, 25.0)",90.0,19,0.0,6.947421584060281,"(0, 0.0)",90.0,"(0, 0.0)",90.0,0,100.0,0.31622776601683794,"(0, 0)",0.0,"(0, 0)",0.0,14,10.0,7.094598884597588,"(0, 0)",0.0,"(0, 0)",0.0,0,30.0,0.5773502691896258,"(0, 0)",0.0,"(0, 0)",0.0,10,20.0,1.4142135623730951,"(0, 0)",0.0,"(0, 0)",0.0,0,20.0,0.0
FOX-BUD,EC2.C7GK.21,132,"(1.0, 42.0)",92.42424242424242,"(1.0, 42.0)",92.42424242424242,24,2.272727272727273,17.454469702829297,"(0, 3.0)",91.66666666666666,"(0, 3.0)",91.66666666666666,1,91.66666666666666,2.497187870154751,"(17.0, 71.0)",81.06060606060606,"(0, 0)",0.0,38,5.303030303030303,15.959740258020993,"(0, 15.0)",80.3030303030303,"(0, 0)",0.0,2,64.39393939393939,3.918165586513964,"(0, 0)",0.0,"(0, 0)",0.0,11,15.151515151515152,7.529005095065283,"(0, 0)",0.0,"(0, 0)",0.0,0,59.09090909090909,0.47392235842761377
FOX-BUD,EC2.C7GN.21,160,"(1.0, 37.0)",80.625,"(1.0, 51.0)",90.0,24,6.875000000000001,17.744630523099776,"(0, 0.0)",89.375,"(0, 1.0)",91.25,0,91.25,1.1166000346095395,"(0, 0)",0.0,"(0, 0)",0.0,39,4.375,20.832285407405564,"(0, 0)",0.0,"(0, 0)",0.0,1,53.125,2.781551122659143,"(0, 0)",0.0,"(0, 0)",0.0,13,26.875,7.29488435010894,"(0, 0)",0.0,"(0, 0)",0.0,3,18.75,10.11300078167339
FOX-BUD,EC2.C8G.23,19,"(1.0, 29.0)",84.21052631578947,"(1.0, 68.0)",94.73684210526315,19,5.263157894736842,22.54962039851135,"(0, 1.0)",84.21052631578947,"(0, 5.0)",100.0,0,84.21052631578947,1.840099158274005,"(0, 0)",0.0,"(0, 0)",0.0,32,5.263157894736842,13.397583293088276,"(0, 0)",0.0,"(0, 0)",0.0,0,73.68421052631578,1.0327955589886444,"(0, 0)",0.0,"(0, 0)",0.0,9,31.57894736842105,2.8982753492378874,"(0, 0)",0.0,"(0, 0)",0.0,0,52.63157894736842,0.31622776601683794
FOX-BUD,EC2.I4G.19,137,"(0, 75.0)",80.2919708029197,"(0, 0)",0.0,17,4.37956204379562,21.923638841930813,"(0, 0.0)",86.86131386861314,"(0, 1.0)",91.24087591240875,0,91.97080291970804,1.407937688909668,"(0, 0)",0.0,"(0, 0)",0.0,44,1.4598540145985401,26.634988457981983,"(0, 0)",0.0,"(0, 0)",0.0,3,57.66423357664233,7.831020902231717,"(3.0, 17.0)",80.2919708029197,"(4.0, 52.0)",91.24087591240875,13,15.328467153284672,17.6715140569167,"(0, 1.0)",81.75182481751825,"(0, 4.0)",90.51094890510949,0,85.40145985401459,1.417079853105505
FOX-BUD,EC2.I4GEN.19,138,"(0, 20.0)",80.43478260869566,"(0, 46.0)",92.02898550724638,18,36.231884057971016,19.655835058624497,"(0, 0.0)",89.13043478260869,"(0, 3.0)",94.20289855072464,0,89.85507246376811,1.2142939528473196,"(11.0, 43.0)",80.43478260869566,"(0, 0)",0.0,29,20.28985507246377,11.799035826488511,"(0, 5.0)",83.33333333333334,"(0, 0)",0.0,2,77.53623188405797,2.2832471373870122,"(3.0, 34.0)",80.43478260869566,"(0, 0)",0.0,12,28.985507246376812,9.8427630778911,"(0, 0)",0.0,"(0, 0)",0.0,1,70.28985507246377,3.5393745255122306
FOX-BUD,EC2.I8G.23,20,"(36.0, 162.0)",80.0,"(41.0, 225.0)",90.0,100,0.0,69.05596509925462,"(0, 0)",0.0,"(0, 0)",0.0,0,70.0,0.9944903161976937,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
FOX-BUD,EC2.M5SB.16C,52,"(0, 18.0)",84.61538461538461,"(0, 71.0)",90.38461538461539,8,1.9230769230769231,17.998226863020868,"(0, 5.0)",82.6923076923077,"(0, 9.0)",96.15384615384616,1,76.92307692307693,3.1563993953327807,"(6.0, 32.0)",80.76923076923077,"(6.0, 93.0)",90.38461538461539,25,21.153846153846153,16.593161994534775,"(0, 6.0)",82.6923076923077,"(0, 0)",0.0,2,76.92307692307693,1.7814986314160821,"(5.0, 118.0)",80.76923076923077,"(0, 0)",0.0,28,3.8461538461538463,34.31394985237847,"(0, 0)",0.0,"(0, 0)",0.0,2,51.92307692307693,7.062877349437833
FOX-BUD,EC2.M5SC.16C,20,"(0, 0.0)",85.0,"(0, 94.0)",90.0,5,0.0,22.156012477178493,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(12.0, 27.0)",85.0,"(12.0, 28.0)",90.0,19,15.0,7.315448685739256,"(1.0, 7.0)",100.0,"(1.0, 7.0)",100.0,3,70.0,2.4978938496682614,"(11.0, 30.0)",80.0,"(11.0, 48.0)",90.0,27,0.0,24.261459582074437,"(0, 0)",0.0,"(0, 0)",0.0,22,5.0,13.155710823544553
FOX-BUD,EC2.M7G.21,12,"(0, 0)",0.0,"(0, 0)",0.0,1,16.666666666666664,0.0,"(0, 0.0)",83.33333333333334,"(0, 1.0)",91.66666666666666,0,91.66666666666666,1.1645001528813148,"(9.0, 35.0)",83.33333333333334,"(2.0, 35.0)",91.66666666666666,21,0.0,14.273040915295415,"(0, 3.0)",83.33333333333334,"(0, 4.0)",100.0,2,100.0,1.3371158468430429,"(15.0, 59.0)",83.33333333333334,"(15.0, 63.0)",91.66666666666666,37,33.33333333333333,18.48074345874318,"(0, 50.0)",91.66666666666666,"(0, 50.0)",91.66666666666666,32,16.666666666666664,20.808470012050964
FOX-BUD,EC2.M7GD.21,9,"(0, 0)",0.0,"(0, 0)",0.0,0,11.11111111111111,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(12.0, 24.0)",88.88888888888889,"(12.0, 25.0)",100.0,18,0.0,5.659308948783215,"(0, 96.0)",88.88888888888889,"(0, 97.0)",100.0,42,0.0,49.57009627229348,"(0, 0)",0.0,"(0, 0)",0.0,33,0.0,12.0124934963562,"(23.0, 50.0)",88.88888888888889,"(6.0, 50.0)",100.0,33,22.22222222222222,14.204850501775011
FOX-BUD,EC2.M7GDK.21,13,"(6.0, 15.0)",84.61538461538461,"(6.0, 17.0)",100.0,11,30.76923076923077,3.902661813527945,"(0, 1.0)",92.3076923076923,"(0, 1.0)",92.3076923076923,0,100.0,0.6304251719561151,"(0, 0)",0.0,"(0, 0)",0.0,37,7.6923076923076925,3.0,"(0, 0)",0.0,"(0, 0)",0.0,1,15.384615384615385,0.7071067811865476,"(0, 0)",0.0,"(0, 0)",0.0,14,7.6923076923076925,,"(0, 0)",0.0,"(0, 0)",0.0,0,7.6923076923076925,
FOX-BUD,EC2.M7GK.21,138,"(1.0, 29.0)",83.33333333333334,"(1.0, 37.0)",92.02898550724638,19,21.73913043478261,13.427938462984704,"(0, 0.0)",95.65217391304348,"(0, 0.0)",95.65217391304348,0,97.10144927536231,1.4054344359184825,"(13.0, 55.0)",80.43478260869566,"(0, 0)",0.0,32,5.797101449275362,14.07182737604198,"(0, 4.0)",80.43478260869566,"(0, 0)",0.0,1,79.71014492753623,2.3717046748331443,"(0, 0)",0.0,"(0, 0)",0.0,12,34.78260869565217,6.102932700414412,"(0, 0)",0.0,"(0, 0)",0.0,0,74.63768115942028,3.55251033359928
FOX-BUD,EC2.M8G.23,45,"(2.0, 54.0)",80.0,"(2.0, 85.0)",91.11111111111111,32,2.2222222222222223,33.61102492751063,"(0, 1.0)",82.22222222222221,"(0, 0)",0.0,0,82.22222222222221,0.2292434351351256,"(0, 0)",0.0,"(0, 0)",0.0,33,6.666666666666667,16.35370533429411,"(0, 0)",0.0,"(0, 0)",0.0,0,53.333333333333336,1.08622934037623,"(0, 0)",0.0,"(0, 0)",0.0,8,31.11111111111111,2.8934917266676905,"(0, 0)",0.0,"(0, 0)",0.0,0,48.888888888888886,0.4923659639173309
FOX-BUD,EC2.R7G.21,6,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(9.0, 35.0)",100.0,"(9.0, 35.0)",100.0,26,0.0,13.302881893284125,"(2.0, 4.0)",100.0,"(2.0, 4.0)",100.0,3,100.0,0.983192080250175,"(26.0, 49.0)",83.33333333333334,"(26.0, 55.0)",100.0,38,16.666666666666664,11.865917579353061,"(25.0, 46.0)",83.33333333333334,"(22.0, 46.0)",100.0,36,0.0,10.406728592598157
FOX-BUD,EC2.R7GD.21,6,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(22.0, 38.0)",83.33333333333334,"(13.0, 38.0)",100.0,26,33.33333333333333,9.020347369512255,"(0, 4.0)",83.33333333333334,"(0, 92.0)",100.0,16,0.0,36.869589998624434,"(15.0, 55.0)",83.33333333333334,"(0, 0)",0.0,34,0.0,16.769019053003667,"(16.0, 49.0)",83.33333333333334,"(16.0, 68.0)",100.0,39,16.666666666666664,20.09394602029842
FOX-BUD,EC2.R7GDK.21,22,"(2.0, 26.0)",86.36363636363636,"(2.0, 30.0)",90.9090909090909,16,4.545454545454546,11.560962077433008,"(0, 0.0)",90.9090909090909,"(0, 0.0)",90.9090909090909,0,90.9090909090909,1.7922391615298479,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
FOX-BUD,EC2.R7GK.21,158,"(1.0, 30.0)",91.13924050632912,"(1.0, 30.0)",91.13924050632912,14,5.063291139240507,19.784019858157347,"(0, 0.0)",84.17721518987342,"(0, 6.0)",100.0,0,85.44303797468355,2.042442506906272,"(0, 0)",0.0,"(0, 0)",0.0,34,10.126582278481013,12.253894761473589,"(0, 0)",0.0,"(0, 0)",0.0,3,52.53164556962025,4.221672331444269,"(0, 0)",0.0,"(0, 0)",0.0,11,18.9873417721519,10.35098000746045,"(0, 0)",0.0,"(0, 0)",0.0,0,72.15189873417721,0.8901332899586487
FOX-BUD,EC2.R8G.23,7,"(5.0, 72.0)",85.71428571428571,"(5.0, 189.0)",100.0,58,0.0,64.52648035238452,"(0, 2.0)",100.0,"(0, 2.0)",100.0,0,100.0,0.9759000729485331,"(0, 0)",0.0,"(0, 0)",0.0,25,28.57142857142857,12.675435561221029,"(0, 0)",0.0,"(0, 0)",0.0,0,42.857142857142854,0.0,"(0, 0)",0.0,"(0, 0)",0.0,10,42.857142857142854,1.7320508075688772,"(0, 0)",0.0,"(0, 0)",0.0,0,42.857142857142854,0.5773502691896258
FOX-BUD,NW.LCI16.10KVA,16,"(0, 0)",0.0,"(0, 0)",0.0,30,0.0,35.21836642056717,"(0, 0.0)",93.75,"(0, 0.0)",93.75,0,100.0,0.5,"(0, 0)",0.0,"(0, 0)",0.0,14,37.5,4.242640687119285,"(0, 0)",0.0,"(0, 0)",0.0,9,0.0,18.692730721277236,"(13.0, 91.0)",87.5,"(0, 0)",0.0,36,0.0,27.939986706204017,"(0, 0)",0.0,"(0, 0)",0.0,4,0.0,5.674504383644443
FOX-BUD,NW.LCI16.15KVA,27,"(0, 0)",0.0,"(0, 0)",0.0,18,7.4074074074074066,15.520074976388717,"(0, 0.0)",96.29629629629629,"(0, 0.0)",96.29629629629629,0,100.0,0.38490017945975047,"(0, 0)",0.0,"(0, 0)",0.0,23,3.7037037037037033,21.525179054617254,"(0, 0)",0.0,"(0, 0)",0.0,2,66.66666666666666,1.4608937423083819,"(8.0, 79.0)",81.48148148148148,"(0, 0)",0.0,34,11.11111111111111,23.601672844079527,"(0, 0)",0.0,"(0, 0)",0.0,11,3.7037037037037033,14.946890104952393
FOX-BUD,NW.PUFFIN_MEDIUM,13,"(0, 0)",0.0,"(0, 0)",0.0,30,0.0,50.01142726560458,"(0, 3.0)",100.0,"(0, 3.0)",100.0,1,100.0,1.4411533842457842,"(7.0, 85.0)",84.61538461538461,"(7.0, 98.0)",92.3076923076923,41,0.0,35.39629127320313,"(0, 3.0)",84.61538461538461,"(0, 4.0)",100.0,1,84.61538461538461,1.4806443503784736,"(6.0, 49.0)",84.61538461538461,"(6.0, 137.0)",92.3076923076923,36,0.0,47.3719596818895,"(0, 0)",0.0,"(0, 0)",0.0,27,15.384615384615385,0.7071067811865476
FOX-BUD,NW.PUFFIN_SMALL,5,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(8.0, 15.0)",80.0,"(7.0, 15.0)",100.0,11,0.0,3.96232255123179,"(2.0, 3.0)",80.0,"(1.0, 3.0)",100.0,2,100.0,0.8366600265340756,"(12.0, 34.0)",80.0,"(9.0, 34.0)",100.0,20,0.0,11.717508267545622,"(0, 0)",0.0,"(0, 0)",0.0,13,40.0,2.516611478423583
FOX-BUD,NW.SKYBRIDGE,36,"(0, 0)",0.0,"(0, 0)",0.0,4,0.0,5.715476066494082,"(0, 0.0)",94.44444444444444,"(0, 0.0)",94.44444444444444,0,94.44444444444444,0.9292427365828928,"(6.0, 34.0)",80.55555555555556,"(6.0, 40.0)",91.66666666666666,21,16.666666666666664,13.79311422413372,"(1.0, 4.0)",88.88888888888889,"(0, 4.0)",91.66666666666666,3,88.88888888888889,5.91650589594963,"(9.0, 109.0)",83.33333333333334,"(6.0, 116.0)",91.66666666666666,49,0.0,40.84713470425113,"(0, 0)",0.0,"(0, 0)",0.0,11,2.7777777777777777,7.438637868140466
FOX-BUD,NW.THUNDERACK_TALL,17,"(0, 0)",0.0,"(0, 0)",0.0,0,5.88235294117647,,"(0, 0.0)",100.0,"(0, 0.0)",100.0,0,100.0,0.0,"(8.0, 20.0)",82.35294117647058,"(7.0, 21.0)",94.11764705882352,13,35.294117647058826,5.5565276927232174,"(0, 3.0)",88.23529411764706,"(0, 4.0)",100.0,2,100.0,1.4348601079588785,"(10.0, 49.0)",82.35294117647058,"(10.0, 82.0)",94.11764705882352,36,5.88235294117647,37.96215220453129,"(0, 0)",0.0,"(0, 0)",0.0,20,0.0,10.71714247629203
FOX-GDL,EBS.FLASH8.16,35,"(0, 0)",0.0,"(0, 0)",0.0,132,0.0,38.233057249802386,"(0, 1.0)",80.0,"(0, 0)",0.0,1,85.71428571428571,3.4351128074635335,"(0, 0)",0.0,"(0, 0)",0.0,17,5.714285714285714,33.63443748028774,"(0, 0)",0.0,"(0, 0)",0.0,1,65.71428571428571,1.1000658741803746,"(7.0, 541.0)",80.0,"(0, 0)",0.0,242,0.0,241.12834375269853,"(0, 0)",0.0,"(0, 0)",0.0,2,54.285714285714285,6.36003144646314
FOX-GDL,EBS.LEGO_DAGNY.16C,117,"(9.0, 75.0)",80.34188034188034,"(8.0, 110.0)",90.5982905982906,43,6.837606837606838,23.576415164840522,"(0, 2.0)",84.61538461538461,"(0, 3.0)",94.01709401709401,0,84.61538461538461,1.3631243920156766,"(0, 96.0)",80.34188034188034,"(0, 0)",0.0,63,3.418803418803419,30.114397436935224,"(0, 0)",0.0,"(0, 0)",0.0,1,64.95726495726495,2.6567315777474025,"(0, 0)",0.0,"(0, 0)",0.0,15,11.965811965811966,20.863131842325835,"(0, 0)",0.0,"(0, 0)",0.0,1,60.68376068376068,2.4306679546196888
FOX-GDL,EC2.B200AC.21C,419,"(13.0, 22.0)",85.68019093078759,"(13.0, 27.0)",98.80668257756562,16,0.23866348448687352,5.241484726691889,"(0, 0.0)",98.32935560859188,"(0, 0.0)",98.32935560859188,0,98.32935560859188,0.5182519965176056,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,
FOX-GDL,EC2.C6G.19,8,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0.0)",87.5,"(0, 1.0)",100.0,0,100.0,0.3535533905932738,"(0, 0)",0.0,"(0, 0)",0.0,18,0.0,15.307950004273378,"(0, 0)",0.0,"(0, 0)",0.0,0,37.5,0.5773502691896258,"(0, 0)",0.0,"(0, 0)",0.0,11,12.5,7.082843120291926,"(0, 0)",0.0,"(0, 0)",0.0,26,0.0,34.01029255975315
FOX-GDL,EC2.C6GN.19,268,"(0, 0)",0.0,"(0, 0)",0.0,18,6.343283582089552,24.72598991784098,"(0, 0.0)",81.34328358208955,"(0, 4.0)",91.04477611940298,2,91.04477611940298,7.4503415490642695,"(0, 0)",0.0,"(0, 0)",0.0,22,5.597014925373134,21.264175265175847,"(0, 0)",0.0,"(0, 0)",0.0,1,55.223880597014926,11.162033586619415,"(0, 0)",0.0,"(0, 0)",0.0,20,6.7164179104477615,26.629077768769964,"(0, 0)",0.0,"(0, 0)",0.0,2,60.820895522388064,4.7260407542779115
FOX-GDL,EC2.C7G.21,284,"(0, 0)",0.0,"(0, 0)",0.0,17,19.014084507042252,19.037033312385848,"(0, 0.0)",94.71830985915493,"(0, 0.0)",94.71830985915493,0,96.83098591549296,0.5526086717434151,"(0, 0)",0.0,"(0, 0)",0.0,19,6.338028169014084,17.524950683345402,"(0, 0)",0.0,"(0, 0)",0.0,3,19.718309859154928,8.363973280685352,"(0, 0)",0.0,"(0, 0)",0.0,16,4.225352112676056,19.17219245199392,"(0, 4.0)",82.74647887323944,"(0, 9.0)",90.14084507042254,3,55.633802816901415,13.585403315971412
FOX-GDL,EC2.C7GDK.21,9,"(0, 36.0)",88.88888888888889,"(0, 37.0)",100.0,20,44.44444444444444,12.994657021680531,"(0, 0.0)",88.88888888888889,"(0, 15.0)",100.0,1,88.88888888888889,5.0,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,0,0.0,,"(0, 0)",0.0,"(0, 0)",0.0,10,11.11111111111111,,"(0, 0)",0.0,"(0, 0)",0.0,2,11.11111111111111,
FOX-GDL,EC2.C7GK.21,228,"(3.0, 51.0)",82.89473684210526,"(1.0, 51.0)",95.17543859649122,27,4.824561403508771,19.161551685285463,"(0, 3.0)",80.26315789473685,"(0, 4.0)",99.12280701754386,0,75.87719298245614,1.8547359916111892,"(9.0, 96.0)",80.26315789473685,"(0, 0)",0.0,48,10.087719298245613,21.92519528281978,"(0, 0)",0.0,"(0, 0)",0.0,1,67.98245614035088,1.900967932685845,"(0, 0)",0.0,"(0, 0)",0.0,10,22.36842105263158,7.447314613939703,"(0, 0)",0.0,"(0, 0)",0.0,4,18.859649122807017,9.458207616667096
FOX-GDL,EC2.C7GN.21,247,"(0, 71.0)",80.16194331983806,"(1.0, 105.0)",91.90283400809717,39,3.2388663967611335,36.62542115712653,"(0, 1.0)",83.80566801619433,"(0, 5.0)",90.68825910931174,1,85.02024291497976,6.1607803203728295,"(0, 0)",0.0,"(0, 0)",0.0,40,2.834008097165992,31.937882972957464,"(0, 0)",0.0,"(0, 0)",0.0,1,33.198380566801625,4.30723921009546,"(0, 0)",0.0,"(0, 0)",0.0,17,2.834008097165992,20.74849091274001,"(0, 0)",0.0,"(0, 0)",0.0,3,22.672064777327936,10.495779588607277
